R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,I_0,R_0
110.25390625,0.60791015625,73.05,0.86669921875,45.66,0.08251953125,0.32763671875,0.080908203125,7.2900390625E-05,9.0283203125E-05,0.058447265625
160.25390625,0.35791015625,73.05,0.11669921875,45.66,0.83251953125,0.07763671875,0.005908203125,4.7900390625E-05,6.5283203125E-05,0.733447265625
60.25390625,0.85791015625,73.05,0.61669921875,45.66,0.33251953125,0.57763671875,0.055908203125,9.7900390625E-05,1.5283203125E-05,0.283447265625
85.25390625,0.48291015625,73.05,0.49169921875,45.66,0.45751953125,0.95263671875,0.093408203125,1.0400390625E-05,5.2783203125E-05,0.845947265625
185.25390625,0.98291015625,73.05,0.99169921875,45.66,0.95751953125,0.45263671875,0.043408203125,6.0400390625E-05,2.783203125E-06,0.395947265625
135.25390625,0.23291015625,73.05,0.24169921875,45.66,0.20751953125,0.20263671875,0.068408203125,3.5400390625E-05,2.7783203125E-05,0.620947265625
35.25390625,0.73291015625,73.05,0.74169921875,45.66,0.70751953125,0.70263671875,0.018408203125,8.5400390625E-05,7.7783203125E-05,0.170947265625
47.75390625,0.29541015625,73.05,0.92919921875,45.66,0.64501953125,0.76513671875,0.074658203125,4.150390625E-06,4.6533203125E-05,0.114697265625
147.75390625,0.79541015625,73.05,0.42919921875,45.66,0.14501953125,0.26513671875,0.024658203125,5.4150390625E-05,9.6533203125E-05,0.564697265625
197.75390625,0.04541015625,73.05,0.67919921875,45.66,0.89501953125,0.01513671875,0.099658203125,2.9150390625E-05,7.1533203125E-05,0.339697265625
97.75390625,0.54541015625,73.05,0.17919921875,45.66,0.39501953125,0.51513671875,0.049658203125,7.9150390625E-05,2.1533203125E-05,0.789697265625
72.75390625,0.17041015625,73.05,0.80419921875,45.66,0.27001953125,0.89013671875,0.012158203125,1.6650390625E-05,5.9033203125E-05,0.227197265625
172.75390625,0.67041015625,73.05,0.30419921875,45.66,0.77001953125,0.39013671875,0.062158203125,6.6650390625E-05,9.033203125E-06,0.677197265625
122.75390625,0.42041015625,73.05,0.55419921875,45.66,0.02001953125,0.14013671875,0.037158203125,4.1650390625E-05,3.4033203125E-05,0.002197265625
